timestamp,node,cpu_workloads,memory_workloads,nvidia_com_gpu_workloads,status,condition,scenario_workloads,uid,cpu_allocatable,nvidia_com_gpu_allocatable,scenario_allocatable
13/10/2023 13:55,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,72ef9fed-9fc6-487e-b1d9-11d83988b8ba,1,0,A
13/10/2023 13:25,WjgPgy3yTf,31.85,60211.08203,0,TRUE,Ready,1,bee2f82a-7839-4141-a1ec-7b8b4888f081,0.025,0,A
13/10/2023 12:33,2faopPmbQX,7.91,14684.87891,0,,,1,e0e193df-4311-4ea3-b1dc-4593d8f99ef2,0.025,0,A
13/10/2023 12:32,OKE9Aavjyq,7.91,14684.87891,0,TRUE,Ready,1,d43a93f2-9a1d-4c29-a3f8-e5bc8e494d0e,0.01,0,A
13/10/2023 13:10,br8L3VA52I,31.85,60211.08203,0,TRUE,Ready,1,9f50dada-a620-4125-8f6b-4ad843f987a0,0.01,0,A
13/10/2023 13:41,k2tGMu1neF,7.91,14684.87891,0,TRUE,Ready,1,8a01d1f0-8230-4cc1-ba5b-74834171396e,0.01,0,A
13/10/2023 13:09,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,fc0a34f5-c061-4fe3-a466-c040acb85806,1,0,A
13/10/2023 12:58,RCMXSLLDnL,15.89,124341.3711,0,TRUE,Ready,1,882d5125-572f-460b-b76e-7486940f2372,0.1,0,A
13/10/2023 13:08,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,1ab2e507-1d0c-45d2-8feb-a974d8dd3912,1,0,A
13/10/2023 12:37,wnZSuXTKrR,15.89,124341.3711,0,,,1,e81e1e2c-702d-42d7-bdf1-b5b1c1e20416,0.025,0,A
13/10/2023 12:47,E1hppGjS1N,31.85,60211.08203,0,TRUE,Ready,1,06b3e066-4ffd-4081-89ba-88baec8ef158,1,0,A
13/10/2023 12:19,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,bbe3445b-821e-4740-b586-08ed51bbf9cd,1,0,A
13/10/2023 12:05,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,8a0a1037-5269-4690-b999-8f9fe7fbccb4,1,0,A
13/10/2023 12:10,WjgPgy3yTf,31.85,60211.08203,0,TRUE,Ready,1,3e409bac-9f85-48f7-9ef9-618e57d2d27b,1,0,A
13/10/2023 13:22,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,5be6c3f9-362f-492d-9fc1-e53847cf2857,1,0,A
13/10/2023 13:45,6xBJOQiyY7,7.91,14684.87891,0,TRUE,Ready,1,ae8988a4-49c3-41b6-ba9f-cdc7bf235deb,0.1,0,A
13/10/2023 13:20,E1hppGjS1N,31.85,60211.08203,0,TRUE,Ready,1,5c32d4a8-b8a7-4d2d-bbac-901bd3d883c5,1,0,A
13/10/2023 12:34,OKE9Aavjyq,7.91,14684.87891,0,TRUE,Ready,1,83cfe62a-5b61-4a42-a201-bc68be762d72,0.1,0,A
13/10/2023 13:47,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,1e846968-b803-4471-a1e4-0e475e7de734,1,0,A
13/10/2023 13:25,E1hppGjS1N,31.85,60211.08203,0,TRUE,Ready,1,24a7cdaf-2082-474c-bbbc-e607f18fe93e,1,0,A
13/10/2023 13:00,w7e7FPgTUy,31.85,60211.08203,0,TRUE,Ready,1,c075a1b7-3f3c-4e7d-a673-6498782710d1,1,0,A
13/10/2023 13:51,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,dfdd2c8b-5ac8-486c-b67a-013beec20cb6,1,0,A
13/10/2023 13:33,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,87d5e806-adcb-427e-9d40-f9ee0919d078,1,0,A
13/10/2023 13:02,LC2fvnBLm3,7.91,14684.87891,0,TRUE,Ready,1,f99d43c3-af81-41fd-b043-6675648a38eb,0.01,0,A
13/10/2023 13:06,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,3a7d2df6-7f54-49bb-be51-2722f8fdc5ab,1,0,A
13/10/2023 12:53,E1hppGjS1N,31.85,60211.08203,0,TRUE,Ready,1,b3d9c711-8aa8-4c66-9ab0-05d9c910c7a7,4,0,A
13/10/2023 13:20,LC2fvnBLm3,7.91,14684.87891,0,TRUE,Ready,1,f99d43c3-af81-41fd-b043-6675648a38eb,0.01,0,A
13/10/2023 13:52,WOdvBWaYBv,31.85,60211.08203,0,TRUE,Ready,1,3a121964-e3b5-46fd-a38e-b0b5b3e0e524,0.01,0,A
13/10/2023 12:56,gNjhyWJYU5,15.89,124341.3711,0,TRUE,Ready,1,3992916a-1d52-4e04-b0b9-971456b0a2c8,0.1,0,A
13/10/2023 13:18,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,5be6c3f9-362f-492d-9fc1-e53847cf2857,1,0,A
13/10/2023 12:15,vqbsJSKGrL,15.89,124341.3711,0,,,1,8311f1ae-2b8e-4321-abb3-fbe3babc4b9b,0.01,0,A
13/10/2023 12:34,dP5gNiIqTk,3.92,15027.37109,1,,,1,241e52f3-73cc-4202-9926-e9d85c0a85af,0.01,0,A
13/10/2023 12:43,OKE9Aavjyq,7.91,14684.87891,0,TRUE,Ready,1,20758169-7571-4006-a08f-2f05e0ae6a6e,0.025,0,A
13/10/2023 12:50,G0OJFBt3J8,31.85,60211.08203,0,TRUE,Ready,1,469c4b47-d512-49b7-bb89-966793c407d6,8,0,A
13/10/2023 12:17,SkWGeE3dB4,7.91,14684.87891,0,,,1,57ea9543-7ac4-4c17-a553-fa9a45aa46b0,0.1,0,A
13/10/2023 13:29,E1hppGjS1N,31.85,60211.08203,0,TRUE,Ready,1,b3d9c711-8aa8-4c66-9ab0-05d9c910c7a7,4,0,A
13/10/2023 12:05,xyOrJittdu,3.92,15027.37109,1,TRUE,Ready,1,2db8f767-cac1-4e35-a518-b08c39e02fc9,0.1,0,A
13/10/2023 12:12,OKE9Aavjyq,7.91,14684.87891,0,TRUE,Ready,1,ff417358-7fcc-4f08-b567-496124a8a734,1,0,A
13/10/2023 12:50,gNjhyWJYU5,15.89,124341.3711,0,TRUE,Ready,1,9f90c61f-a853-401d-a91a-90124142d660,0.01,0,A
13/10/2023 12:48,RCMXSLLDnL,15.89,124341.3711,0,,,1,882d5125-572f-460b-b76e-7486940f2372,0.1,0,A
13/10/2023 13:01,E1hppGjS1N,31.85,60211.08203,0,TRUE,Ready,1,2f3897a1-0b1d-47c4-af85-64c956bb25b1,1,0,A
13/10/2023 12:43,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,9c973348-7c7a-484b-a416-fa5791571b14,1,0,A
13/10/2023 13:15,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,c4cd158e-4ccd-4163-ad4b-fd8f3107d29c,1,0,A
13/10/2023 12:49,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,65c06c26-dba2-4b75-8ec8-90a0ca2f8b7e,1,0,A
13/10/2023 13:54,aDg3kSj2Yk,15.89,124341.3711,0,TRUE,Ready,1,f5b4f36b-95c3-431b-9d84-c96d2ec95687,0.025,0,A
13/10/2023 13:32,br8L3VA52I,31.85,60211.08203,0,TRUE,Ready,1,42ac4ebd-50f3-4f67-a944-00ed0355db5a,1,0,A
13/10/2023 12:04,xyOrJittdu,3.92,15027.37109,1,TRUE,Ready,1,6d1dcc1b-4a21-4bcf-b850-3e2258b2d469,1,0,A
13/10/2023 12:26,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,dfdd2c8b-5ac8-486c-b67a-013beec20cb6,1,0,A
13/10/2023 12:13,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,552bc3a0-e2c2-4762-9627-3fc4dc221610,1,0,A
13/10/2023 12:10,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,fcb18f41-e48f-446a-9b5b-16cf574d9367,1,0,A
13/10/2023 12:55,LC2fvnBLm3,7.91,14684.87891,0,TRUE,Ready,1,829c4026-af57-473b-9f69-433ed4e9569a,0.1,0,A
13/10/2023 13:51,E1hppGjS1N,31.85,60211.08203,0,TRUE,Ready,1,24a7cdaf-2082-474c-bbbc-e607f18fe93e,1,0,A
13/10/2023 13:17,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,285c6084-5123-4cf8-8a81-6bff4ff031bc,1,0,A
13/10/2023 13:33,w7e7FPgTUy,31.85,60211.08203,0,TRUE,Ready,1,c075a1b7-3f3c-4e7d-a673-6498782710d1,1,0,A
13/10/2023 13:19,RCMXSLLDnL,15.89,124341.3711,0,TRUE,Ready,1,882d5125-572f-460b-b76e-7486940f2372,0.1,0,A
13/10/2023 13:30,dP5gNiIqTk,3.92,15027.37109,1,TRUE,Ready,1,241e52f3-73cc-4202-9926-e9d85c0a85af,0.01,0,A
13/10/2023 12:47,rlT3yYQ31M,7.91,14684.87891,0,,,1,41527c5b-f847-4400-9b2c-1eede8b84532,0.1,0,A
13/10/2023 13:52,E1hppGjS1N,31.85,60211.08203,0,TRUE,Ready,1,c0d0ab66-416d-44ee-9040-59dbcff0f8ea,1,0,A
13/10/2023 12:23,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,fcb18f41-e48f-446a-9b5b-16cf574d9367,1,0,A
13/10/2023 12:27,rlT3yYQ31M,7.91,14684.87891,0,,,1,d0e15f2e-d91e-43f6-a0dd-524765e2b91c,0.01,0,A
13/10/2023 12:59,SkWGeE3dB4,7.91,14684.87891,0,TRUE,Ready,1,8ae61dff-65c2-450b-abbc-34ecb3a45106,0.01,0,A
13/10/2023 12:57,1uYdt27oKb,7.91,14684.87891,0,TRUE,Ready,1,234bebd4-85d4-4068-8dde-0b2a43fc7940,0.1,0,A
13/10/2023 12:49,xyOrJittdu,3.92,15027.37109,1,TRUE,Ready,1,5a5a1619-af9a-4911-aa12-e287794ef017,0.01,0,A
13/10/2023 13:57,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,6e9fa00c-e938-4c95-8bb2-3ac56993a655,1,0,A
13/10/2023 12:20,SkWGeE3dB4,7.91,14684.87891,0,,,1,57ea9543-7ac4-4c17-a553-fa9a45aa46b0,0.1,0,A
13/10/2023 13:48,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,6e9fa00c-e938-4c95-8bb2-3ac56993a655,1,0,A
13/10/2023 12:06,LC2fvnBLm3,7.91,14684.87891,0,,,1,829c4026-af57-473b-9f69-433ed4e9569a,0.1,0,A
13/10/2023 12:15,dP5gNiIqTk,3.92,15027.37109,1,,,1,bf332fb8-bb22-4a00-8148-96baf262c075,0.025,0,A
13/10/2023 12:10,G0OJFBt3J8,31.85,60211.08203,0,TRUE,Ready,1,b14667c1-3d7b-493d-bd0f-049bd424fb77,0.01,0,A
13/10/2023 13:57,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,0046347f-17e2-472a-8c72-827f29381bf1,1,0,A
13/10/2023 12:38,G0OJFBt3J8,31.85,60211.08203,0,TRUE,Ready,1,f1602009-c262-487d-89bd-e0228337bebd,1,0,A
13/10/2023 13:33,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,027f45a1-5988-4ec2-8456-d867e5949e11,0.1,0,A
13/10/2023 12:59,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,8fce823f-8c6c-4c50-92e9-38c444441875,0.01,0,A
13/10/2023 12:29,WOdvBWaYBv,31.85,60211.08203,0,TRUE,Ready,1,6b9747a3-7f80-49e2-9215-8948d0610fef,1,0,A
13/10/2023 13:47,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,dfdd2c8b-5ac8-486c-b67a-013beec20cb6,1,0,A
13/10/2023 13:05,YiqIMtGe8F,1.93,3308.949219,0,TRUE,Ready,1,4ba3c426-e716-4f28-9358-0db687185cc6,0.025,0,A
13/10/2023 12:11,OKE9Aavjyq,7.91,14684.87891,0,TRUE,Ready,1,bb0e6a78-8897-4ee0-9ee9-87fcdea1a577,1,0,A
13/10/2023 13:35,DKNbIuWaho,1.93,3308.941406,0,TRUE,Ready,1,91d90892-5ccd-4af3-abe8-f88ce333b395,0.01,0,A
13/10/2023 13:31,iDmpT4pG5i,7.91,14684.87891,0,TRUE,Ready,1,b3d11f7e-88ab-4f55-af25-75240c6fac70,0.01,0,A
13/10/2023 12:13,VZNCBRb7Rn,31.85,60211.08203,0,TRUE,Ready,1,99613511-2005-4961-9859-251e1275719f,1,0,A
13/10/2023 13:18,E1hppGjS1N,31.85,60211.08203,0,TRUE,Ready,1,5f422b82-6ccd-44a7-ba73-9a577eea4a26,0.1,0,A
13/10/2023 13:59,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,b929f148-8f24-4070-96d5-38ba74f3cecf,1,0,A
13/10/2023 12:47,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,b42baf9e-f1d6-449e-9424-99c429747862,1,0,A
13/10/2023 13:08,E1hppGjS1N,31.85,60211.08203,0,TRUE,Ready,1,70231bfc-c8b2-447c-93db-b9ec3f3d44a3,1,0,A
13/10/2023 12:20,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,906628a9-dcdd-4999-90f1-60f3cbae92f4,1,0,A
13/10/2023 13:23,1uYdt27oKb,7.91,14684.87891,0,TRUE,Ready,1,8619d1f4-7029-4425-9f99-725dcb545709,0.01,0,A
13/10/2023 13:12,WjgPgy3yTf,31.85,60211.08203,0,TRUE,Ready,1,bee2f82a-7839-4141-a1ec-7b8b4888f081,0.025,0,A
13/10/2023 12:44,UKIKBY3D4x,31.85,60211.08203,0,TRUE,Ready,1,906628a9-dcdd-4999-90f1-60f3cbae92f4,1,0,A
13/10/2023 13:44,WjgPgy3yTf,31.85,60211.08203,0,TRUE,Ready,1,3e409bac-9f85-48f7-9ef9-618e57d2d27b,1,0,A
13/10/2023 12:47,E1hppGjS1N,31.85,60211.08203,0,TRUE,Ready,1,24a7cdaf-2082-474c-bbbc-e607f18fe93e,1,0,A
13/10/2023 12:35,E1hppGjS1N,31.85,60211.08203,0,TRUE,Ready,1,2f3897a1-0b1d-47c4-af85-64c956bb25b1,1,0,A
13/10/2023 12:45,6xBJOQiyY7,7.91,14684.87891,0,,,1,ae8988a4-49c3-41b6-ba9f-cdc7bf235deb,0.1,0,A
13/10/2023 12:14,vqbsJSKGrL,15.89,124341.3711,0,,,1,8311f1ae-2b8e-4321-abb3-fbe3babc4b9b,0.01,0,A
13/10/2023 13:17,vqbsJSKGrL,15.89,124341.3711,0,TRUE,Ready,1,278b1e51-f24e-465a-a51a-b646373ad7c1,0.025,0,A
